100	 5.550178e+00	 3.603775e-01
105	 4.600000e+00	 2.902482e-01
110	 3.840278e+00	 2.305904e-01
115	 3.240000e+00	 1.903786e-01
120	 2.750000e+00	 1.504792e-01
125	 2.360000e+00	 1.300000e-01
130	 2.035227e+00	 1.052268e-01
135	 1.750000e+00	 9.079648e-02
140	 1.530000e+00	 8.000000e-02
145	 1.330000e+00	 6.118823e-02
150	 1.170000e+00	 5.000000e-02
155	 1.030500e+00	 4.550000e-02
160	 9.130000e-01	 4.115697e-02
165	 8.100000e-01	 3.634665e-02
170	 7.210000e-01	 3.124135e-02
175	 6.430000e-01	 2.692711e-02
180	 5.760000e-01	 2.536851e-02
185	 5.170000e-01	 2.225334e-02
190	 4.660000e-01	 1.804984e-02
195	 4.210044e-01	 1.502885e-02
200	 3.800000e-01	 1.406024e-02
205	 3.440000e-01	 1.210907e-02
210	 3.120000e-01	 1.106630e-02
215	 2.840000e-01	 1.007284e-02
220	 2.580305e-01	 8.031806e-03
225	 2.360346e-01	 7.036484e-03
230	 2.150000e-01	 7.104456e-03
235	 1.979950e-01	 6.005005e-03
240	 1.809994e-01	 6.000578e-03
245	 1.660000e-01	 5.000023e-03
250	 1.520000e-01	 5.142018e-03
255	 1.400000e-01	 4.184325e-03
260	 1.280000e-01	 4.177008e-03
265	 1.184996e-01	 3.500354e-03
270	 1.094998e-01	 3.500208e-03
275	 1.010000e-01	 2.500448e-03
280	 9.313687e-02	 2.565209e-03
285	 8.658438e-02	 2.215622e-03
290	 8.068125e-02	 1.918749e-03
295	 7.453031e-02	 1.872625e-03
300	 6.870000e-02	 2.409384e-03
305	 6.432690e-02	 1.576670e-03
310	 5.982444e-02	 1.479396e-03
315	 5.563554e-02	 1.268995e-03
320	 5.182554e-02	 1.179449e-03
325	 4.800558e-02	 1.099956e-03
330	 4.481205e-02	 1.093490e-03
335	 4.180000e-02	 1.030689e-03
340	 3.900000e-02	 1.417646e-03
345	 3.673414e-02	 7.741402e-04
350	 3.438103e-02	 7.272501e-04
355	 3.213184e-02	 6.780627e-04
360	 3.019259e-02	 6.173112e-04
365	 2.827710e-02	 6.328040e-04
370	 2.677264e-02	 5.396730e-04
375	 2.508815e-02	 4.118486e-04
380	 2.309720e-02	 5.151066e-04
385	 2.189642e-02	 4.198073e-04
390	 2.059641e-02	 4.198217e-04
395	 1.930000e-02	 3.235483e-04
400	 1.819484e-02	 3.287659e-04
405	 1.733168e-02	 2.919237e-04
410	 1.613369e-02	 2.899125e-04
415	 1.510000e-02	 2.332455e-04
420	 1.433370e-02	 2.899104e-04
425	 1.360409e-02	 2.373329e-04
430	 1.276179e-02	 2.618184e-04
435	 1.192188e-02	 1.781167e-04
440	 1.144081e-02	 2.006139e-04
445	 1.063471e-02	 1.652924e-04
450	 9.939485e-03	 1.429775e-04
455	 9.605134e-03	 1.288977e-04
460	 8.974934e-03	 1.321480e-04
465	 8.403880e-03	 1.455628e-04
470	 8.113357e-03	 1.066431e-04
475	 7.598119e-03	 1.159120e-04
480	 7.111608e-03	 1.154736e-04
500	 5.669442e-03	 9.886713e-05
525	 4.339462e-03	 6.659320e-05
550	 3.417537e-03	 5.527698e-05
575	 2.654291e-03	 5.058923e-05
600	 2.118257e-03	 4.515602e-05
625	 1.591451e-03	 3.745322e-05
650	 1.279562e-03	 3.356456e-05
675	 1.014778e-03	 3.040192e-05
700	 8.230243e-04	 2.788903e-05
725	 6.545382e-04	 2.414077e-05
750	 5.046960e-04	 1.949926e-05
775	 4.045976e-04	 1.730810e-05
800	 3.150000e-04	 3.482928e-05
825	 2.609534e-04	 1.455749e-05
850	 2.106615e-04	 1.209400e-05
875	 1.703675e-04	 1.065137e-05
900	 1.328558e-04	 8.378816e-06
925	 1.125488e-04	 8.256783e-06
950	 8.771293e-05	 6.758562e-06
975	 7.242170e-05	 8.172601e-06
